id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Documents>	weight<Citations>	weight<Norm. citations>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
227	american journal of health promotion	-0.5182	-0.0388	13	2	2	7	319	6.1924	2009	45.5714	0.8846
235	american journal of infection control	-0.1088	-0.655	1	8	11	12	110	5.1038	2016.1667	9.1667	0.4253
243	american journal of obstetrics and gynecology	0.1023	-0.5226	10	6	8	13	468	16.2064	2013.6154	36	1.2466
244	american journal of occupational therapy	-0.1589	-0.0974	9	3	3	18	169	9.4423	2015.5	9.3889	0.5246
246	american journal of orthodontics and dentofacial orthopedics	-0.0563	-0.4382	1	11	18	13	667	8.6583	2011.2308	51.3077	0.666
248	american journal of otolaryngology	0.5641	-1.3539	24	1	1	8	70	10.5844	2017.25	8.75	1.3231
250	american journal of physical medicine & rehabilitation	-0.2699	0.0256	23	15	16	11	246	6.7597	2015.3636	22.3636	0.6145
253	american journal of preventive medicine	-0.5051	-0.0597	7	35	44	38	4322	74.4532	2009.2632	113.7368	1.9593
256	american journal of public health	-0.2944	-0.0992	7	12	13	8	715	13.145	2009.25	89.375	1.6431
259	american journal of rhinology & allergy	0.5642	-1.3534	24	1	1	5	56	2.9763	2016.8	11.2	0.5953
260	american journal of roentgenology	-0.2766	-0.1374	19	9	12	6	260	4.473	2013	43.3333	0.7455
263	american journal of sports medicine	0.917	-0.0657	2	13	37	22	890	45.9639	2016.3182	40.4545	2.0893
268	american journal of tropical medicine and hygiene	-1.8553	1.1671	31	1	1	6	95	2.9281	2014.8333	15.8333	0.488
285	anesthesia & analgesia	0.063	-0.1306	13	10	11	16	968	18.1723	2013.625	60.5	1.1358
294	annali dell'istituto superiore di sanità	-0.5021	-0.1641	4	11	13	5	44	1.9452	2015.8	8.8	0.389
298	annals of allergy asthma & immunology	0.0767	-0.177	22	5	5	12	116	4.303	2014.6667	9.6667	0.3586
300	annals of behavioral medicine	-0.4139	-0.0741	7	11	16	8	1063	9.838	2008.375	132.875	1.2297
309	annals of emergency medicine	0.021	-0.6933	37	14	18	22	557	13.9632	2011.1364	25.3182	0.6347
310	annals of epidemiology	-0.0165	-0.6412	24	5	5	7	217	5.9334	2013.5714	31	0.8476
311	annals of family medicine	-0.1836	-0.2089	19	7	7	9	542	16.1514	2012.1111	60.2222	1.7946
320	annals of internal medicine	-0.2207	0.0549	18	89	128	21	3239	59.799	2011.0952	154.2381	2.8476
328	annals of oncology	0.0597	-0.0183	14	7	7	11	525	23.4271	2014.5455	47.7273	2.1297
332	annals of pharmacotherapy	-0.238	0.2915	5	15	16	27	988	17.4289	2009.7407	36.5926	0.6455
333	annals of physical and rehabilitation medicine	0.351	0.2598	5	10	10	17	174	6.6575	2014.7059	10.2353	0.3916
336	annals of surgery	0.3052	-0.4024	8	5	5	8	339	7.725	2015.625	42.375	0.9656
337	annals of surgical oncology	1.0687	-0.436	28	3	5	7	122	13.1253	2018.4286	17.4286	1.875
342	annals of the rheumatic diseases	0.3486	-0.2112	19	23	46	122	5612	181.8192	2016.1721	46	1.4903
343	annals of the royal college of surgeons of england	-0.2164	-0.2546	33	1	1	7	145	3.1507	2014	20.7143	0.4501
348	annals of vascular surgery	0.6998	-0.5016	8	3	5	13	91	8.5006	2017.9231	7	0.6539
366	anz journal of surgery	-0.1722	-0.2303	7	4	4	21	268	8.0423	2017.381	12.7619	0.383
378	applied health economics and health policy	0.1979	2.7749	34	5	6	13	28	2.3378	2017.3077	2.1538	0.1798
393	arab journal of urology	2.5358	0.0984	30	2	2	7	34	3.655	2018.4286	4.8571	0.5221
396	archives of clinical neuropsychology	-0.217	0.4469	5	4	4	5	28	1.9523	2015	5.6	0.3905
400	archives of disease in childhood	0.2675	-0.4699	3	5	9	47	784	19.2951	2015.1064	16.6809	0.4105
413	archives of oral biology	-0.1549	-0.7459	1	7	9	10	141	8.0838	2017.1	14.1	0.8084
414	archives of orthopaedic and trauma surgery	1.0661	-0.0539	2	2	2	9	54	11.228	2018.8889	6	1.2476
416	archives of otolaryngology-head & neck surgery	3.1002	0.7024	27	1	1	13	239	17.6913	2018.1538	18.3846	1.3609
418	archives of physical medicine and rehabilitation	0.2055	0.2078	2	27	45	29	3752	60.7511	2013.2759	129.3793	2.0949
441	arthritis care and research	0.5013	-0.2014	11	29	33	13	3359	69.5347	2016.0769	258.3846	5.3488
443	arthroplasty today	1.0466	0.0582	2	3	3	5	37	2.3655	2019.6	7.4	0.4731
444	arthroscopy	0.865	-0.0966	2	19	68	84	2026	108.9754	2016.9286	24.119	1.2973
445	"arthroscopy, sports medicine, and rehabilitation"	0.9118	-0.0055	2	2	2	6	1	0.5171	2020	0.1667	0.0862
471	asian pacific journal of cancer prevention	0.723	-0.3687	28	1	1	7	65	1.7126	2014.1429	9.2857	0.2447
480	association for information science and technology	-0.4979	0.2712	20	11	12	5	78	2.544	2015.8	15.6	0.5088
499	australian & new zealand journal of obstetrics & gynaecology	-0.2341	0.3615	5	3	3	7	179	5.4836	2015	25.5714	0.7834
501	australian and new zealand journal of psychiatry	-0.2305	0.1368	9	11	12	12	880	24.6112	2009.9167	73.3333	2.0509
502	australian and new zealand journal of public health	-0.0618	0.2359	5	5	5	9	103	3.6144	2011.3333	11.4444	0.4016
503	australian critical care	-0.5769	0.2798	18	10	14	8	111	1.9625	2014.625	13.875	0.2453
506	australian health review	-0.429	0.1763	5	21	30	24	469	23.895	2015.4167	19.5417	0.9956
522	autoimmunity reviews	0.7307	0.1343	2	1	1	5	137	4.6695	2017.4	27.4	0.9339
545	benchmarking: an international journal	-1.0117	0.3532	18	2	3	7	30	3.6758	2019.2857	4.2857	0.5251
549	best practice & research in clinical obstetrics & gynaecology	-0.0403	-0.1815	6	30	49	5	2785	5.9207	2006.8	557	1.1841
550	best practice & research: clinical rheumatology	0.3592	-0.1588	11	7	10	5	181	3.4857	2013.6	36.2	0.6971
571	biology of blood and marrow transplantation	-0.1977	0.5465	20	1	1	5	40	6.7738	2019.2	8	1.3548
573	biomed research international	0.3097	-0.087	3	5	6	19	112	9.7195	2017.6316	5.8947	0.5116
579	biorxiv	-0.0385	-0.0698	18	2	2	7	1	0.0817	2018.5714	0.1429	0.0117
584	bipolar disorders	-0.7551	0.5663	21	2	2	8	311	10.7103	2014.625	38.875	1.3388
588	bja: british journal of anaesthesia	0.4023	-0.5651	8	4	4	8	174	8.8877	2015	21.75	1.111
593	bjui	-0.0223	0.0445	10	14	48	31	881	36.7658	2014.9355	28.4194	1.186
595	blood	0.2002	0.196	14	7	8	39	956	17.2373	2013.5385	24.5128	0.442
602	bmc cancer	3.1195	0.6238	27	1	2	7	75	5.7397	2017.7143	10.7143	0.82
604	bmc complementary and alternative medicine	0.2772	0.007	9	9	13	9	156	5.0885	2013.4444	17.3333	0.5654
607	bmc family practice	-0.3262	0.4247	20	10	11	14	235	10.2194	2016.0714	16.7857	0.73
609	bmc geriatrics	-0.1961	0.4144	5	10	14	11	628	35.1734	2017.9091	57.0909	3.1976
610	bmc health services research	-0.3439	0.0638	29	64	122	52	2907	97.9915	2016.1154	55.9038	1.8845
611	bmc infectious diseases	-0.7393	0.3279	29	7	8	14	495	17.4267	2015.9286	35.3571	1.2448
613	bmc medical education	0.1109	-0.2848	8	8	11	7	129	7.2554	2016.1429	18.4286	1.0365
615	bmc medical informatics and decision making	-0.6571	0.03	4	16	19	9	1026	16.5749	2012.6667	114	1.8417
616	bmc medical research methodology	0.2712	0.1368	35	158	454	51	7199	157.3594	2014.8431	141.1569	3.0855
617	bmc medicine	-0.2887	-0.168	6	38	70	20	1278	43.2143	2015.9	63.9	2.1607
618	bmc musculoskeletal disorders	0.8098	-0.0697	2	7	7	11	313	9.3112	2016.2727	28.4545	0.8465
619	bmc nephrology	-0.8894	2.0632	41	1	1	5	45	3.3383	2017.2	9	0.6677
620	bmc neurology	0.1973	0.1234	3	6	8	6	232	7.6396	2017	38.6667	1.2733
621	bmc nursing	-0.6881	0.0602	4	8	12	5	57	2.228	2016.2	11.4	0.4456
625	bmc oral health	-0.2839	-0.5216	1	4	4	7	138	5.3069	2017.7143	19.7143	0.7581
628	bmc pregnancy and childbirth	-0.4366	0.2955	20	12	16	23	557	15.924	2015.7826	24.2174	0.6923
630	bmc psychiatry	-0.2646	0.094	9	15	21	19	1778	32.1594	2015.8947	93.5789	1.6926
632	bmc public health	-0.4361	-0.0677	7	38	51	32	1100	35.2665	2015.625	34.375	1.1021
634	bmc research notes	-0.5222	-0.2903	23	22	27	10	265	6.7477	2015	26.5	0.6748
639	bmj	0.4233	-0.0323	30	259	538	121	21462	533.9016	2009.4628	177.3719	4.4124
640	bmj evidence-based medicine	0.1188	-0.0159	14	16	21	35	51	8.0893	2018.8	1.4571	0.2311
641	bmj global health	-0.7462	0.1442	4	9	12	18	140	23.9178	2019.0556	7.7778	1.3288
645	bmj military health	-0.6003	-0.0732	7	1	1	5	1	0.5171	2020	0.2	0.1034
647	bmj open	0.2197	0.121	36	146	469	465	3164	196.025	2018.2581	6.8043	0.4216
655	bmj quality & safety	-0.5619	-0.1899	16	9	11	20	799	24.9494	2014	39.95	1.2475
667	brain injury	0.3785	0.2488	2	4	9	10	260	6.2716	2013.7	26	0.6272
669	brain sciences	-0.4405	-0.2262	16	1	1	5	12	4.8141	2019.8	2.4	0.9628
680	breast cancer research and treatment	-0.1766	0.414	20	5	7	6	168	5.6227	2014.1667	28	0.9371
685	british dental journal	-0.2273	-0.391	1	2	2	7	163	2.7895	2010.5714	23.2857	0.3985
688	british journal of cancer	-0.3456	0.0019	13	5	7	5	880	14.47	2009.4	176	2.894
690	british journal of clinical pharmacology	-0.3498	0.517	20	8	10	9	277	9.3633	2013.3333	30.7778	1.0404
692	british journal of dermatology	0.5014	-0.1456	28	3	3	12	187	13.3727	2016.6667	15.5833	1.1144
695	british journal of general practice	-0.2941	0.4683	5	1	1	8	108	2.6237	2014	13.5	0.328
702	british journal of nursing	-0.644	-0.1075	4	3	3	6	41	1.2252	2012.3333	6.8333	0.2042
703	british journal of nutrition	-0.2586	-0.5023	6	7	7	10	336	9.4401	2013.8	33.6	0.944
704	british journal of obstetrics and gynaecology	-0.0146	-0.5956	6	4	4	12	489	19.8727	2013.9167	40.75	1.6561
709	british journal of psychiatry	-0.222	0.4125	15	7	8	9	810	14.0804	2008.8889	90	1.5645
710	british journal of radiology	-0.4045	-0.5232	1	9	10	5	134	3.778	2012.4	26.8	0.7556
714	british journal of sports medicine	0.5882	-0.0444	2	22	43	66	2850	137.2464	2016.3182	43.1818	2.0795
715	british journal of surgery	0.3296	-0.5054	8	18	22	20	1315	29.5726	2012.75	65.75	1.4786
716	british medical bulletin	0.191	-0.0603	9	5	6	11	182	7.6799	2014.2727	16.5455	0.6982
722	bulletin of the world health organization	-0.3771	-0.0376	13	5	5	10	255	7.337	2012.5	25.5	0.7337
725	burns	0.8371	0.4024	26	1	3	10	229	5.5862	2011.3	22.9	0.5586
738	campbell systematic reviews	-0.9667	-0.07	32	3	5	10	335	5.4276	2013.2	33.5	0.5428
744	canadian journal of anaesthesia-journal canadien d anesthesie	-0.3723	1.3309	34	2	2	6	51	3.2955	2013.5	8.5	0.5492
745	canadian journal of cardiology	-1.3395	-0.4002	33	1	1	6	180	4.8678	2011.6667	30	0.8113
747	canadian journal of emergency medicine	0.0338	-0.8012	37	5	7	8	84	2.2095	2011.25	10.5	0.2762
751	canadian journal of neurological sciences	-0.1262	-0.2914	22	5	6	6	238	8.1859	2014.3333	39.6667	1.3643
758	canadian journal of surgery	0.736	-0.0484	2	1	1	7	38	1.4896	2017.5714	5.4286	0.2128
759	canadian medical association journal	-0.6132	-0.0287	4	4	4	5	291	21.858	2010.8	58.2	4.3716
764	canadian psychology	-0.7054	0.5235	21	1	1	6	22	0.6647	2013.8333	3.6667	0.1108
768	cancer	0.1291	0.073	10	18	20	10	1756	29.6833	2010.4	175.6	2.9683
773	"cancer epidemiology, biomarkers & prevention"	-0.3207	-0.2458	7	1	1	5	33	1.4574	2015.2	6.6	0.2915
781	cancer research	0.3614	-0.5501	8	1	1	7	19	1.4553	2015.1429	2.7143	0.2079
784	cancer treatment reviews	0.1281	0.0137	12	17	17	9	484	9.2613	2012.3333	53.7778	1.029
785	cancers	0.7228	-0.3691	28	1	1	9	48	5.1716	2019.2222	5.3333	0.5746
818	chest	0.0538	0.0475	3	13	14	21	1994	42.635	2012.3333	94.9524	2.0302
819	child abuse & neglect	-0.1875	0.1689	5	3	3	9	191	6.7754	2015.8889	21.2222	0.7528
824	child care health and development	-0.3977	-0.0959	7	6	6	12	654	14.2077	2013.3333	54.5	1.184
833	children and youth services review	-0.4925	-0.0765	1	4	5	9	198	4.1822	2016.3333	22	0.4647
836	childs nervous system	3.1101	0.6636	27	1	1	5	11	5.8753	2020	2.2	1.1751
882	chiropractic & manual therapies	0.224	-0.102	22	14	16	12	295	9.1848	2014.25	24.5833	0.7654
888	ciencia & saude coletiva	0.1529	1.0432	34	1	1	5	10	0.3108	2015.4	2	0.0622
892	circulation	-0.046	-0.1002	3	9	12	11	3045	46.599	2011.8182	276.8182	4.2363
922	clinical and translational imaging	-0.1508	-0.0533	13	2	2	6	52	1.8383	2016.5	8.6667	0.3064
932	clinical chemistry	2.8363	2.3627	42	5	6	11	692	12.0199	2013.2727	62.9091	1.0927
934	clinical child and family psychology review	-0.4846	0.2581	15	3	4	7	134	3.6969	2017.1429	19.1429	0.5281
941	clinical endocrinology	-0.292	-0.3761	6	4	6	6	196	5.4106	2014.6667	32.6667	0.9018
949	clinical implant dentistry and related research	-0.073	-0.6748	1	8	9	7	116	2.5214	2012.8571	16.5714	0.3602
950	clinical infectious diseases	0.0192	-0.3944	17	13	19	20	2589	102.9958	2013.5	129.45	5.1498
954	clinical journal of oncology nursing	0.0681	0.1485	12	4	4	8	97	2.0828	2014.375	12.125	0.2603
955	clinical journal of sport medicine	0.9969	-0.2153	11	3	3	5	128	3.9115	2015.8	25.6	0.7823
965	clinical microbiology and infection	0.2495	-0.4448	17	5	8	11	162	14.8336	2018.2727	14.7273	1.3485
967	clinical neurology and neurosurgery	0.4281	0.2972	2	3	3	14	44	4.1298	2018.4286	3.1429	0.295
972	clinical nursing research	-0.0509	0.2069	21	5	5	5	86	3.8113	2012.8	17.2	0.7623
974	clinical nutrition	0.1534	-0.3184	3	8	8	8	393	55.0947	2018.125	49.125	6.8868
975	clinical nutrition espen	-0.3465	-0.4722	6	2	3	10	27	5.0396	2018.7	2.7	0.504
978	clinical oncology	0.2312	0.2102	10	2	3	7	196	4.4081	2013.4286	28	0.6297
980	clinical oral implants research	-0.0868	-0.7142	1	8	10	20	844	16.1553	2012.9	42.2	0.8078
981	clinical oral investigations	-0.2062	-0.6355	1	7	7	11	125	10.3237	2018.8182	11.3636	0.9385
982	clinical orthopaedics and related research	0.2797	-0.0035	3	11	16	9	150	2.4716	2012.3333	16.6667	0.2746
983	clinical otolaryngology	0.2732	-0.4909	3	5	5	22	244	7.281	2014.6364	11.0909	0.331
988	clinical psychology review	-0.3783	0.1928	15	16	18	16	2312	53.8142	2013.875	144.5	3.3634
991	clinical rehabilitation	0.1435	0.1871	5	10	12	10	861	9.5097	2007.9	86.1	0.951
995	clinical rheumatology	0.4668	-0.2234	11	2	2	7	180	8.568	2012.8571	25.7143	1.224
998	clinical therapeutics	-0.0462	-0.2042	19	11	16	35	1792	33.4558	2010.7714	51.2	0.9559
1012	cns drugs	2.0243	0.9349	36	2	2	6	199	4.8426	2015.1667	33.1667	0.8071
1017	cochrane database of systematic reviews	-0.0014	0.2347	34	134	285	165	10571	250.7608	2013.8061	64.0667	1.5198
1029	colorectal disease	0.3391	-0.4212	8	11	17	20	823	23.5035	2014.6	41.15	1.1752
1043	complementary therapies in clinical practice	0.0177	-0.0289	10	6	6	6	58	5.4503	2017.8333	9.6667	0.9084
1044	complementary therapies in medicine	-0.0933	0.0877	18	16	21	16	163	9.1479	2016.6875	10.1875	0.5717
1056	computer methods and programs in biomedicine	-1.8025	0.1705	4	7	10	7	133	22.1183	2018.7143	19	3.1598
1083	conservation biology	-0.9436	0.4644	32	3	8	6	423	10.7101	2014.3333	70.5	1.785
1118	critical care	0.2326	-0.3262	14	14	17	8	411	11.2953	2014.75	51.375	1.4119
1121	critical care medicine	0.7314	-0.113	14	7	7	9	564	194.8616	2015.1111	62.6667	21.6513
1125	critical reviews in food science and nutrition	-0.2914	-0.4617	6	3	3	5	130	8.0894	2017.6	26	1.6179
1126	critical reviews in oncology hematology	-0.2275	-0.2017	16	6	6	12	285	9.252	2014.4167	23.75	0.771
1133	cuaj-canadian urological association journal	0.2336	0.2149	10	2	3	10	152	4.8427	2015.9	15.2	0.4843
1136	cureus	0.1054	0.0572	10	8	10	28	69	5.419	2018.6786	2.4643	0.1935
1148	current diabetes reviews	-0.1396	-0.72	1	3	3	10	76	5.234	2016.2	7.6	0.5234
1158	current medical research and opinion	-0.0979	-0.238	19	3	3	16	447	10.0304	2010.75	27.9375	0.6269
1164	current oncology	0.0951	0.1238	12	8	9	30	503	20.4942	2015.7	16.7667	0.6831
1167	current opinion in clinical nutrition and metabolic care	2.5424	-0.0072	30	2	2	6	46	2.845	2014.5	7.6667	0.4742
1173	current opinion in obstetrics & gynecology	-0.3956	-0.0821	23	4	4	5	49	0.6335	2005	9.8	0.1267
1178	current opinion in psychiatry	-0.2017	0.2557	5	3	3	7	576	6.9933	2009.8571	82.2857	0.999
1186	current pain and headache reports	0.4743	-0.1088	11	2	2	6	75	2.7952	2014.1667	12.5	0.4659
1190	current pharmaceutical design	0.0628	-0.1171	13	3	3	11	53	2.574	2017.0909	4.8182	0.234
1195	current psychiatry reports	-0.4079	0.0756	7	3	3	5	70	3.4451	2013.8	14	0.689
1234	dental press journal of orthodontics	-0.1047	-0.7775	1	1	1	6	56	1.466	2012.5	9.3333	0.2443
1242	depression and anxiety	-0.4941	0.2614	15	5	5	5	189	4.1225	2016	37.8	0.8245
1257	deutsches arzteblatt international	-0.0819	-0.0894	9	8	13	21	514	19.3267	2014.4762	24.4762	0.9203
1261	developmental medicine & child neurology	0.3162	0.4101	5	5	5	14	645	12.2257	2012.5	46.0714	0.8733
1265	diabetes care	-0.0452	-0.2196	19	1	1	5	680	7.2435	2007.2	136	1.4487
1266	diabetes research and clinical practice	-0.4221	0.6297	20	6	7	7	149	11.9106	2017.4286	21.2857	1.7015
1271	diabetes-metabolism research and reviews	0.8774	-0.3987	11	9	12	15	595	63.0961	2017.5333	39.6667	4.2064
1272	diabetic medicine	-0.3003	0.0287	6	9	13	12	686	16.3947	2012.6667	57.1667	1.3662
1274	diagnostic and prognostic research	-0.0239	1.2485	31	3	3	5	29	3.8786	2018.4	5.8	0.7757
1290	disability and rehabilitation	0.2516	-0.0565	2	5	5	10	414	7.8586	2012.5	41.4	0.7859
1298	diseases of the esophagus	0.3514	-0.3842	8	3	3	9	122	9.6769	2016.6667	13.5556	1.0752
1309	drug and alcohol dependence	-0.0327	-0.1945	9	3	5	6	169	4.8266	2014	28.1667	0.8044
1310	drug and alcohol review	-0.6081	-0.3761	23	3	4	7	70	2.7978	2014.7143	10	0.3997
1314	drug safety	0.1596	-0.0133	9	11	12	11	801	9.8563	2010.2727	72.8182	0.896
1316	drugs	0.2432	-0.0462	3	3	3	7	90	5.211	2015.4286	12.8571	0.7444
1324	dysphagia	0.1191	-0.4589	10	4	5	6	462	13.7614	2014.8333	77	2.2936
1332	early intervention in psychiatry	-0.3071	0.1203	9	4	5	5	42	2.8953	2017.6	8.4	0.5791
1362	efsa supporting publications	-1.2626	-0.0468	38	4	7	5	20	0.9594	2015.2	4	0.1919
1368	ejso	0.6738	-0.4066	28	4	4	8	181	5.4603	2015.25	22.625	0.6825
1376	emergency medicine australasia	0.4052	-0.0173	2	8	9	5	70	4.0426	2017	14	0.8085
1378	emergency medicine journal	0.8846	0.4968	34	4	4	14	327	4.7646	2012.2143	23.3571	0.3403
1385	empirical software engineering	-2.0352	0.1826	25	12	93	9	281	11.6421	2015.6667	31.2222	1.2936
1386	empirical software engineering and measurement	-2.2702	0.2323	25	13	102	17	362	6.8264	2013.2353	21.2941	0.4016
1422	environment international	-0.3238	0.3949	10	12	68	25	406	42.1889	2018.16	16.24	1.6876
1429	environmental evidence	-0.8731	0.4165	32	16	28	30	492	20.3273	2016.9	16.4	0.6776
1430	environmental health	-0.0485	0.2689	10	8	8	9	450	16.2386	2016.7778	50	1.8043
1432	environmental health perspectives	-0.1746	0.1437	18	4	4	11	443	5.922	2011.3636	40.2727	0.5384
1438	environmental research	-0.2769	0.2365	18	6	7	8	328	19.2957	2016.5	41	2.412
1451	epidemiologic reviews	2.1292	0.315	30	3	4	6	221	5.2569	2016.8333	36.8333	0.8762
1453	epidemiology and psychiatric sciences	-0.635	0.2266	4	3	4	6	190	15.8949	2017.3333	31.6667	2.6492
1456	epilepsia	-0.0058	0.2112	5	4	4	12	483	15.8056	2013	40.25	1.3171
1457	epilepsy & behavior	-0.0372	0.2134	5	6	6	8	80	5.7747	2017.875	10	0.7218
1477	european archives of oto-rhino-laryngology	0.1427	-0.4573	10	7	8	11	134	2.703	2014.2727	12.1818	0.2457
1481	european child & adolescent psychiatry	-0.1861	0.4254	15	5	5	9	421	10.4509	2015	46.7778	1.1612
1491	european geriatric medicine	-0.2314	0.4372	5	7	8	6	68	3.2313	2017.3333	11.3333	0.5385
1497	european journal of cancer	-0.1176	-0.0893	13	5	5	12	1019	44.9915	2015.25	84.9167	3.7493
1498	european journal of cancer care	0.0257	-0.741	37	1	1	6	36	1.7748	2016.1667	6	0.2958
1500	european journal of cardio-thoracic surgery	0.0219	-0.0281	12	4	5	8	316	7.4755	2015.5	39.5	0.9344
1505	european journal of clinical pharmacology	-0.0841	0.0372	9	6	6	5	129	7.2901	2017	25.8	1.458
1510	european journal of epidemiology	-0.4291	0.0479	7	6	6	6	247	11.7394	2016	41.1667	1.9566
1511	european journal of gastroenterology & hepatology	2.1084	-0.1903	30	1	1	5	10	1.0052	2019.2	2	0.201
1514	european journal of haematology	-0.0091	0.1989	12	2	2	5	206	3.7436	2015.6	41.2	0.7487
1518	european journal of hospital pharmacy-science and practice	0.802	-0.2381	19	5	9	19	32	4.8832	2016.3684	1.6842	0.257
1522	european journal of integrative medicine	0.0132	-0.0976	9	12	13	13	67	2.3734	2015.0769	5.1538	0.1826
1528	european journal of neurology	-0.4541	-0.5042	1	5	5	8	74	24.9276	2018.125	9.25	3.116
1529	european journal of nuclear medicine and molecular imaging	-0.0371	-0.0472	18	3	3	6	360	8.1506	2011	60	1.3584
1531	european journal of obstetrics & gynecology and reproductive biology	-0.2775	-0.5056	6	9	15	17	352	10.215	2013.7059	20.7059	0.6009
1532	european journal of oncology nursing	0.0088	0.196	12	4	4	7	159	3.5228	2014.7143	22.7143	0.5033
1534	european journal of ophthalmology	-0.2027	-0.4753	1	23	38	23	401	17.3819	2016.6087	17.4348	0.7557
1543	european journal of physical and rehabilitation medicine	0.5379	-0.2372	28	2	2	8	47	18.389	2019.5	5.875	2.2986
1549	european journal of public health	-0.4728	-0.0395	13	8	11	18	273	13.5609	2015.2778	15.1667	0.7534
1556	european journal of trauma and emergency surgery	0.253	-0.3909	8	6	6	8	104	7.9117	2018.625	13	0.989
1557	european journal of vascular and endovascular surgery	0.6085	-0.4527	8	12	18	20	471	18.9126	2015.65	23.55	0.9456
1562	european psychiatry	-0.1618	0.1124	28	9	10	34	122	1.9795	2014.2941	3.5882	0.0582
1564	european respiratory journal	0.0234	0.2747	10	5	6	13	858	28.3722	2015.6154	66	2.1825
1571	european spine journal	0.3711	0.0183	3	8	12	20	637	12.522	2012.35	31.85	0.6261
1574	european urology	0.042	0.1548	10	26	79	57	15351	276.2542	2013.8246	269.3158	4.8466
1575	european urology focus	0.113	0.3779	10	10	21	27	211	29.5499	2018	7.8148	1.0944
1576	european urology oncology	0.0436	0.3471	10	5	7	10	97	20.4956	2019.3	9.7	2.0496
1582	evaluation and assessment in software engineering	-2.1086	0.1816	25	27	186	30	1406	33.0571	2012.5333	46.8667	1.1019
1585	"evidence & policy: a journal of research, debate and practice"	-0.4473	-0.1191	13	10	12	5	86	1.4114	2010.8	17.2	0.2823
1586	evidence based library and information practice	-0.1147	-0.3816	24	15	24	14	88	1.832	2015	6.2857	0.1309
1588	evidence report/technology assessment	-0.684	-0.0119	4	6	7	6	418	5.8916	2013.1667	69.6667	0.9819
1590	evidence-based complementary and alternative medicine	0.0388	-0.1571	17	16	29	38	798	23.4371	2015.2105	21	0.6168
1591	evidence-based dentistry	-0.0627	-0.5457	1	11	13	25	266	4.4392	2012.56	10.64	0.1776
1592	evidence-based medicine	-0.1954	-0.2593	7	8	8	13	47	1.0916	2009.9231	3.6154	0.084
1594	evidence-based nursing	-1.0954	0.1647	16	7	10	6	414	5.5643	2005.6667	69	0.9274
