id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
1606	behavior change	0.5322	0.0391	1	115	281	39	2015.359	53.4359	1.784
1631	behavioural sciences	0.4427	0.2424	3	65	146	23	2016.3043	43.913	2.2022
1675	best practice	0.7389	-0.0896	1	235	608	97	2016.2165	21.7526	1.1928
1685	bevacizumab	-1.1763	0.0241	2	58	137	20	2016.15	11.7	0.5684
1696	bibliometric analysis	1.044	-0.0346	1	125	358	67	2018.9851	10.4925	1.8433
1697	bibliometrics	0.5759	-0.0986	1	70	121	20	2016.35	10.6	0.6842
1710	big data	1.0115	-0.3025	1	140	495	99	2018.6566	10.1111	1.9457
1777	bioinformatics	-0.5797	0.1722	2	243	873	176	2016.3239	16.5398	0.8474
1793	biology	-0.2692	0.2068	2	165	414	141	2016.2624	24.9504	1.3036
1794	biomarker	-0.7757	0.1363	2	197	718	112	2016.7589	22.0446	1.2374
1813	biopsy	-1.0538	-0.2888	2	131	460	79	2015.5316	25.3038	0.7771
1815	biopsychosocial model	-0.0403	0.1683	3	77	132	19	2015.1053	39.6842	1.4021
1824	biosimilar	-0.5416	0.5559	6	50	114	18	2018.1111	16	1.4879
1828	biostatistics	0.318	0.5391	3	71	162	21	2015.2381	38.9524	1.4127
1836	bipolar disorder	-0.212	0.4519	3	100	320	50	2015.68	38.58	1.5732
1851	birth weight	-0.5576	0.4066	2	70	179	25	2014.44	57.12	1.1742
1874	bladder cancer	-1.0122	-0.0746	2	73	206	29	2015.4483	29.069	0.9159
1906	blinding	-0.2762	-0.1032	5	106	252	33	2015.1818	25.4242	0.8523
1911	blockchain	1.1464	-0.2227	1	78	287	56	2019.2857	18.9286	4.4616
1927	blood loss	-0.8802	-0.3988	2	44	94	17	2015.9412	15.4118	1.0127
1932	blood pressure	-0.6967	0.2444	2	104	287	48	2014.1875	58.5833	1.0532
1944	blood transfusion	-0.7672	-0.1919	2	56	104	15	2014.5333	88.6	1.3478
1977	body mass index	-0.4886	0.3139	8	171	597	81	2014.1235	89.8889	2.3927
1978	body of knowledge	1.053	-0.0841	1	150	381	66	2017.4545	17.4545	2.3209
2173	breast cancer	-0.7691	-0.0947	2	226	1191	173	2015.9075	28.9711	1.026
2185	breast feeding	-0.2543	0.6431	8	56	117	17	2015.1176	49.3529	1.2339
2199	breastfeeding	-0.1029	0.6174	8	105	319	49	2015.5714	35.2653	1.1105
2268	built environment	0.6785	0.118	1	80	139	24	2018.8333	14.75	1.8506
2297	burnout	0.5965	0.445	3	78	238	37	2017	34.4865	1.8975
2305	business	1.076	0.035	1	344	3891	869	2018.3349	14.0242	1.3572
2336	business model	1.2548	0.0078	1	109	363	66	2018.7273	15.2879	2.0662
2342	business process	1.2119	-0.3305	1	83	266	51	2017.9608	7.1961	0.5833
2346	business process management	1.24	-0.3236	1	61	166	28	2018.25	8.8929	0.944
2436	cancer	-0.7866	-0.0222	2	367	2505	374	2014.9813	35.3289	1.0021
2458	cancer research	-1.0832	0.0874	2	42	111	33	2017.3333	10.697	0.6958
2488	capability maturity model	1.3363	-0.2212	1	51	108	19	2017.0526	11.5263	0.758
2552	carcinoma	-1.2131	-0.2097	2	102	371	57	2014.2456	34.7719	0.8168
2581	cardiac surgery	-0.7127	-0.1609	2	65	151	27	2012.7037	25.8148	0.617
2589	cardiology	-1.0053	0.0269	2	131	792	155	2015.1742	25.1548	0.827
2679	case control study	-0.7774	0.1739	2	129	334	44	2013.4091	65.2955	1.2246
2682	case fatality rate	-0.4666	0.0951	7	67	168	28	2015.4286	70.3571	1.5149
2714	categorization	0.9473	-0.1536	1	156	358	61	2017.5574	16.9836	1.3787
2715	catheter	-0.9149	-0.119	2	78	178	30	2014.6667	22.7667	0.6729
2740	cause of death	-0.469	0.1495	2	112	243	34	2014.9118	48.6471	2.9506
2839	centre for reviews and dissemination	0.0355	0.1448	4	73	153	19	2011.6316	68.9474	1.5734
2871	cerebral palsy	-0.0948	-0.2894	5	81	181	28	2014.4286	26.2143	1.1438
2898	cervical cancer	-0.7545	0.056	2	116	317	48	2016.1458	18.1458	1.0052
2955	checklist	0.0571	-0.1047	4	256	771	106	2015.5189	25.3302	0.9119
2975	chemotherapy	-1.1931	-0.0408	2	154	651	95	2015.7368	32.0737	0.9035
2982	chemotherapy regimen	-1.1909	0.1426	2	55	122	18	2016	16.6667	0.7384
3000	child abuse	0.3287	0.47	3	77	197	27	2015.8519	27.7037	1.0595
3011	child development	0.0755	0.4657	3	69	144	23	2013.913	37.2174	1.1522
3028	childbirth	-0.2423	0.484	3	60	151	22	2017.6818	6.0455	0.4196
3040	childhood obesity	0.0881	0.5576	8	68	182	26	2015.5769	26.1923	0.9651
3047	china	0.5956	0.1751	1	130	280	47	2016.9574	9.4681	0.8225
3055	chiropractic	-0.3371	-0.4667	5	68	176	25	2011.96	25.68	0.4209
3129	chronic condition	0.002	0.4597	3	65	111	14	2015.9286	23	1.2584
3133	chronic disease	-0.2405	0.1908	4	76	135	22	2016.6364	43.3636	1.3336
3165	chronic pain	-0.3535	0.008	3	133	368	56	2015.875	42.375	1.8672
3198	cinahl	0.1168	0.0618	4	547	5435	705	2015.7333	29.6099	1.1035
3204	circular economy	1.1541	0.0881	1	60	183	35	2019.6286	16.1429	4.9495
3226	citation	0.6885	-0.0276	1	157	386	59	2016.1864	28.3729	1.264
3227	citation analysis	0.93	-0.0272	1	72	156	26	2017.8846	39.8462	2.0672
3255	clarity	0.8139	0.0222	1	118	226	38	2017.1316	20.0263	1.9731
3291	climate change	0.881	0.305	1	74	212	48	2018.1042	15.375	1.6337
3314	clinical decision support system	0.3974	-0.3489	1	70	150	22	2015.5455	22.6818	0.5875
3319	clinical efficacy	-0.9085	-0.2131	2	51	95	17	2015.2941	23.2353	0.868
3320	clinical endpoint	-1.0637	-0.0468	2	107	272	37	2015.2432	22.4324	0.8474
3352	clinical practice	-0.1803	-0.1175	4	228	597	101	2016.4356	15.3366	0.8313
3355	clinical psychology	0.1237	0.3604	3	402	4006	650	2015.8446	30.2785	1.1668
3361	clinical research	-0.4407	-0.2108	2	92	208	31	2014.6774	22.6129	0.7616
3366	clinical significance	-0.7236	-0.2448	2	138	344	59	2016.1695	29.339	1.016
3371	clinical study design	-0.1475	0.0273	4	295	887	119	2015.6471	27.0588	0.9499
3378	clinical trial	-0.6479	-0.0236	5	464	3424	501	2015.2056	27.477	1.0052
3410	cloud computing	1.1435	-0.3605	1	101	433	88	2017.7159	9.7159	1.0626
3442	coaching	0.6592	-0.2783	1	62	126	21	2017.3333	23.381	1.0836
3464	cochrane collaboration	-0.347	0.0546	4	90	162	28	2015.1071	16.1071	0.4794
3465	cochrane library	-0.5216	-0.0131	2	601	4821	658	2015.6641	25.2948	0.966
3476	coding	0.6521	-0.1661	1	69	110	19	2016.8421	34.8947	1.9261
3480	cognition	0.0982	0.1261	3	271	1213	197	2016.2944	46.3858	1.7033
3492	cognitive decline	-0.1121	0.2631	3	52	123	17	2015.4706	54.7647	2.4933
3504	cognitive impairment	-0.2252	-0.0851	3	55	109	19	2013.3684	56.4737	1.052
3513	cognitive psychology	0.4541	0.0352	3	91	240	62	2017.1774	14.9032	0.8972
3523	cognitive skill	0.1529	0.1825	3	73	150	23	2016.2174	54.4348	1.8245
3534	cohort	-0.6939	0.063	2	291	1082	162	2016.1667	21.3642	0.8553
3537	cohort study	-0.6535	0.1011	2	325	1652	222	2014.4595	48.8919	1.1596
3606	colorectal cancer	-1.0612	-0.0887	2	139	546	82	2015.5	36.2073	1.0324
3613	colorectal surgery	-1.0163	-0.3021	2	47	110	17	2016.4706	15.1176	0.965
3625	combination therapy	-1.0652	0.3829	6	82	224	30	2015.4	34.8	1.5961
3726	comorbidity	-0.3979	0.1895	3	193	647	88	2013.6477	76.2045	4.9852
3728	comparability	0.4952	-0.0438	1	76	116	18	2016.8889	20.7222	2.1435
3741	competence	0.6643	-0.0562	1	179	510	88	2017.9886	11.125	0.756
3747	competitive advantage	1.1995	0.0014	1	103	267	45	2017.8889	15.6	1.2409
3796	complication	-0.8588	-0.3013	2	295	1445	251	2015.996	21.4343	0.8664
3797	complication rate	-0.6771	-0.4556	2	70	132	23	2016.4348	18.3043	0.7709
3813	comprehension	0.7305	-0.1725	1	84	147	25	2016.08	28.76	0.8016
3837	computed tomography	-0.6544	-0.5008	2	60	135	28	2015.4286	14.3571	0.5719
3865	computer science	1.0392	-0.339	1	426	7816	1897	2018.0469	10.7348	1.0521
3868	computer security	0.9688	-0.277	1	99	351	77	2017.7532	16.0909	1.754
3901	conceptual framework	1.0334	0.0481	1	209	646	109	2017.3578	24.6055	1.8368
3905	conceptual model	0.9969	-0.0711	1	116	289	53	2017.3019	17.7547	1.3503
3909	conceptualization	0.8595	0.1495	1	108	214	38	2017.4211	17.5	1.1787
3911	concomitant	-1.0922	-0.1471	2	102	261	40	2015.65	20.8	0.8767
3914	concordance	-0.5039	-0.1855	2	77	125	20	2015.45	30.5	1.5378
3920	concussion	0.0379	-0.3448	3	52	104	15	2016.2667	34.4	1.0782
3927	condom	0.2452	0.6629	3	56	135	18	2016	22.4444	0.9608
3934	confidence interval	-0.8267	-0.0016	2	342	2014	274	2014.708	50.4562	1.2599
3935	confidentiality	0.7494	-0.206	1	53	94	18	2017.7222	24.3333	1.7191
3948	confounding	-0.4994	0.2048	2	192	539	77	2015.5455	30.6623	1.057
3987	conservative treatment	-0.7093	-0.4913	2	58	110	18	2015.7222	16.3333	0.9344
3991	consolidated standards of reporting trials	-0.1456	-0.0384	5	57	112	14	2013.5714	46.1429	1.1267
4001	construct validity	-0.3115	-0.2716	5	91	255	36	2014.8056	43.8889	0.9582
4011	consumer behaviour	1.0638	0.187	1	73	167	31	2018.6452	12	1.5544
4035	content analysis	0.8998	-0.0411	1	208	654	112	2017.5179	14.8304	1.4693
4042	content validity	-0.1304	-0.3581	5	53	111	16	2015.3125	30.1875	0.8969
4095	contraindication	-0.7094	-0.1976	5	55	109	16	2015.4375	27.1875	0.5497
4110	controlled studies	-0.5196	-0.3671	2	68	119	18	2015.6111	18.8889	0.9013
4124	conventional pci	-1.1837	-0.0726	2	46	137	17	2015.5882	19.2353	0.4049
4132	conversation	0.6076	0.2289	1	74	110	16	2016.625	20.5	0.5362
4144	copd	-0.3964	0.382	6	84	343	54	2015.1111	38.2037	1.3118
4146	coping	0.2058	0.4649	3	153	569	79	2015.4684	34.4684	1.0667
4183	coronary artery disease	-1.0371	0.0108	2	75	188	27	2016.6667	16.2593	1.4351
4198	coronavirus disease 2019	0.0674	0.0588	7	143	340	59	2020.0678	3.5593	2.7752
4208	corporate governance	1.0799	0.1089	1	163	606	120	2018.05	16.4667	1.632
4212	corporate social responsibility	1.1232	0.1414	1	72	207	39	2018.6667	17.7692	2.0096
4259	cost benefit analysis	0.2469	-0.1928	4	148	429	56	2012.75	46.2857	1.2252
4267	cost effectiveness	-0.1474	-0.0858	4	244	1102	167	2014.2814	21.6707	0.6034
4268	cost effectiveness analysis	-0.2166	-0.3233	4	68	176	29	2015.0345	10.9655	0.3225
4354	creativity	0.9452	0.0717	1	73	146	29	2018.069	10.7931	1.5627
4357	credibility	0.8012	-0.1433	1	82	127	20	2016.5	32.4	1.5964
4380	criminology	0.6335	0.451	3	68	139	36	2016.7222	12.1667	0.4925
4389	critical appraisal	0.0185	-0.0355	4	281	1018	140	2015.9	19.1643	0.9135
4404	critical success factor	1.198	-0.1188	1	113	343	54	2016.5556	18.5185	0.7423
4409	critically ill	-0.1677	0.071	4	42	104	21	2013.7619	45.2857	0.8118
4413	crohn s disease	-1.0253	0.3293	6	62	166	28	2016.3571	17.4286	0.5531
4431	cross sectional study	-0.2535	0.2875	3	136	333	46	2013.9565	98.5217	2.0752
4500	cultural competence	0.6024	0.373	3	57	115	18	2015.3889	32.0556	1.104
4503	cultural diversity	0.8243	0.2614	1	87	147	25	2017.28	20.76	0.8613
4548	curriculum	0.7219	0.0569	1	143	440	78	2017.6667	19.0513	0.9208
4574	customer satisfaction	1.1459	-0.0816	1	59	113	19	2016.7895	22.8421	1.515
4623	cyclophosphamide	-1.1773	0.3638	6	45	95	15	2016.2667	16.1333	0.8034
4636	cystectomy	-0.9657	-0.1453	2	58	119	17	2014.7059	36.2353	0.7593
4715	data collection	0.6141	-0.1436	1	235	559	89	2016.7079	34.1685	1.4326
4725	data extraction	0.1883	-0.2897	4	304	1073	153	2015.5948	24.5948	0.9287
4734	data mining	0.8614	-0.4567	1	128	383	83	2015.6627	31.988	1.2996
4747	data quality	0.4951	-0.4067	1	55	100	20	2016.1	52.2	0.9357
4753	data science	0.9092	-0.3324	1	300	2188	492	2017.8862	11.7825	1.3342
4758	data sharing	0.884	-0.1478	1	56	93	17	2018	12.1765	1.2899
4769	database	0.3748	-0.2782	1	63	110	21	2017.381	4.6667	0.561
4829	decision support system	0.7744	-0.3161	1	121	312	49	2017.3469	14.0408	0.9076
4839	decompression	-0.7651	-0.5213	5	56	119	21	2015.5238	21.7619	0.6135
4853	deep learning	0.6892	-0.5125	1	60	195	36	2019.5	3.4167	1.8056
4871	deformity	-0.7869	-0.6307	5	47	123	22	2017.2273	15	0.7512
4896	delegation	0.1207	-0.0894	1	80	120	18	2015.5	31.5	1.2003
4900	delirium	-0.1525	0.1257	4	86	214	29	2015	46.7241	1.1527
4907	delphi method	0.14	0.0058	4	82	145	20	2017.3	14.95	0.7459
4919	dementia	0.0113	0.0456	3	218	943	142	2015.3803	31.338	1.1896
4933	demographics	-0.3077	-0.41	5	71	125	24	2016.125	35.6667	1.3353
4934	demography	-0.0853	0.3549	3	218	800	125	2014.968	51.04	1.4354
4940	dengue fever	-0.1161	0.2349	7	65	141	24	2015.5417	29.75	1.0869
4992	dentistry	-0.579	-0.4894	5	162	882	209	2014.5885	29.6938	0.8844
5013	dermatology	-0.9935	0.2117	6	200	1158	287	2016.5575	11.6132	0.6035
5027	descriptive statistics	0.7004	-0.0527	1	165	317	50	2017.44	15.98	1.3104
5071	developed country	0.2422	0.3114	3	170	431	60	2014.3167	46.8333	1.1452
5072	developing country	0.5971	0.2635	1	274	983	152	2015.7237	28.8553	1.2826
5084	developmental psychology	0.3552	0.3344	3	256	1166	217	2016.1705	29.0507	1.1584
5103	diabetes mellitus	-0.4131	0.4384	8	241	1160	177	2015.2542	32.5254	2.5832
5124	diagnostic accuracy	-0.6114	-0.4252	2	57	119	21	2015.619	21.8095	1.4297
5153	dialysis	-1.0426	0.2758	2	62	146	23	2016.7826	10.2174	0.3919
5196	differential diagnosis	-0.9647	-0.2533	2	112	282	52	2017.5	9.1346	0.5306
5244	digital health	0.4305	-0.2939	1	63	116	17	2019.5294	7.9412	1.5677
5251	digital library	0.9678	-0.3846	1	133	371	68	2017.6324	12.4265	0.7583
5270	digital transformation	1.1776	-0.0423	1	60	129	25	2019.6	3.72	1.418
5346	discipline	0.9998	0.218	1	62	101	18	2018.0556	17.8333	2.3581
5352	discontinuation	-0.8523	0.3809	6	110	312	49	2015.8776	23.6531	1.2117
5365	disease	-0.596	0.1185	2	553	4480	688	2016.3227	24.4608	1.402
5366	disease activity	-0.8671	0.4843	6	61	178	23	2017.5217	12.5652	0.7577
5367	disease burden	-0.2891	0.4882	7	75	193	30	2016.7333	17.8	1.0761
5416	dissection	-1.0296	-0.428	2	108	317	54	2015.2963	23.7037	0.7655
5439	distress	-0.0398	0.3349	3	131	441	59	2014	39.2373	0.9787
5500	documentation	0.8642	-0.2104	1	119	240	39	2016.7179	17.6154	0.8374
5513	domestic violence	0.3607	0.5576	3	81	236	34	2016.4118	17.8529	0.9288
5549	dosing	-0.6677	0.1329	4	92	232	36	2015.5556	28.1667	1.1436
5587	drug	-0.5322	0.1297	6	124	296	51	2015.098	21.9412	0.857
5717	dysphagia	-0.8423	-0.3823	2	72	190	33	2015.1818	54.0303	1.1708
5743	early childhood	0.0782	0.3523	3	80	154	27	2015.8889	35.4815	0.9872
5747	early detection	-0.34	-0.1517	2	70	116	20	2017.95	13.8	0.9539
5794	eating disorders	-0.0854	0.3971	3	85	179	32	2014.4375	69.5312	2.081
5830	econlit	0.2507	0.0744	4	73	152	20	2017.55	24.35	2.1313
5839	economic evaluation	0.1043	-0.233	4	148	553	74	2014.2973	16.3243	0.5745
5846	economic growth	0.6615	0.2984	1	139	375	70	2016.3429	20.1429	0.9504
5847	economic impact analysis	0.4866	0.1338	1	116	226	35	2016.9714	16.4857	1.7207
5865	economics	0.9637	0.1785	1	146	426	117	2017.359	16.359	1.3521
5924	educational research	0.7923	0.0964	1	79	197	39	2017.9231	25.9487	1.8516
5931	educational technology	0.8293	-0.1393	1	92	287	56	2018.125	23.375	2.2568
5959	ehealth	0.6074	-0.2963	1	66	180	23	2017.4783	25.8696	3.0908
5970	elbow	-0.4774	-0.5714	5	61	161	28	2014.8214	35.8929	0.9085
6015	electroencephalography	-0.3493	-0.1142	3	67	144	26	2016.7308	17.6538	1.1741
6028	electronic database	-0.1877	-0.2618	2	79	128	22	2016.5	17.6818	0.7486
6080	embolization	-0.9716	-0.3999	2	62	181	34	2014.6765	23.9706	0.9904
6087	emergency department	-0.2814	-0.0523	4	143	409	58	2015.6034	18.3448	0.6223
6089	emergency management	0.6698	-0.1356	1	82	151	24	2017.2917	5.7083	0.5184
6090	emergency medical services	0.175	-0.1499	4	72	189	27	2014.1852	26.6296	0.9191
6091	emergency medicine	-0.4209	-0.0277	4	185	648	98	2015.0918	31.5204	1.1997
6102	emerging markets	1.0932	0.2047	1	65	129	25	2018.44	7.96	1.0329
6104	emerging technologies	1.0585	-0.1323	1	127	294	56	2018.6607	8.6964	1.5923
6129	empathy	0.4422	0.3573	3	74	130	22	2018.3182	8.4545	1.1625
6134	empirical evidence	0.827	0.0426	1	237	640	103	2016.4563	41.1068	2.0467
6136	empirical literature	0.7384	0.2415	1	120	238	46	2015.9565	32.3696	1.2028
6138	empirical process	1.4327	-0.3484	1	53	223	31	2014.5161	66.6452	1.4642
6140	empirical research	0.8689	0.0183	1	437	2188	364	2016.772	30.1429	1.5317
6156	empowerment	0.7213	0.3508	1	102	179	27	2017.3704	12.0741	0.9257
6160	enabling	1.1611	-0.0042	1	69	122	18	2017.8333	13.8333	1.932
6173	end of life care	0.2204	0.0304	4	87	253	37	2015.0541	28.4054	0.9772
6179	end user	0.8753	-0.3836	1	57	98	18	2017.5	18.0556	2.0941
6193	endocrine system	-0.8284	0.2283	2	59	113	18	2017.6111	10.5	1.1381
6195	endocrinology	-0.6924	0.3921	2	138	447	77	2014.2338	40.7403	1.0159
6202	endometrial cancer	-1.0306	-0.1392	2	67	163	26	2015.2308	16.8077	0.9689
6208	endometriosis	-0.9525	0.0475	2	78	186	35	2016.7714	12.0571	0.904
6231	endoscopy	-0.8738	-0.4782	2	74	186	34	2014.8235	39.2353	0.8006
6245	energy consumption	1.1151	-0.2142	1	59	99	20	2018.55	9	1.6566
6273	engineering	1.1673	-0.2413	1	289	1619	336	2015.8095	27.5804	1.42
6279	engineering ethics	0.8277	0.0658	1	162	618	163	2017.6503	15.5031	1.4551
6280	engineering management	1.3259	-0.3062	1	104	483	104	2017.3846	10.2019	0.7905
6284	english language	-0.049	-0.1421	5	220	583	102	2016.0392	20.8529	1.0051
6297	enteral administration	-1.2391	-0.1086	2	40	99	16	2014.1875	81.375	1.313
6349	entrepreneurship	1.0301	0.2086	1	128	467	84	2018.4286	19.3333	2.7377
6364	environmental economics	1.1646	0.125	1	68	197	46	2018.913	12.5652	2.1757
6370	environmental exposure	-0.469	0.2591	2	64	102	15	2014.4667	42.2	1.2119
6372	environmental health	0.0623	0.3737	7	331	2195	358	2015.933	27.5251	1.2637
6373	environmental impact assessment	1.1346	-0.0184	1	53	123	21	2018.5238	12.1905	2.1291
6382	environmental planning	0.8401	0.3055	1	84	291	79	2018.9241	6.7342	1.157
6390	environmental resource management	0.8975	0.2319	1	105	261	52	2015.8077	32.6154	1.5
6425	epidemiology	-0.4018	0.2512	7	441	2845	424	2015.283	40.967	1.3088
6446	epilepsy	-0.5031	-0.095	3	81	213	38	2016.3158	17.4211	0.8177
6462	epistemology	0.8401	0.1306	1	69	169	46	2017.0217	17.8261	1.0083
6474	eq 5d	-0.6223	0.1313	4	53	122	18	2016.7778	11.2222	0.7043
6516	esophageal cancer	-1.174	-0.294	2	57	115	16	2016.25	18.75	0.8183
6535	esophagus	-1.1848	-0.3507	2	43	97	19	2015.0526	27.9474	0.6191
